Station Name,day,Min Solar radiation,Average Solar radiation,Max Solar radiation
Foster Weather Station,09/07/2016,0,0.0,0
Foster Weather Station,01/28/2017,0,0.0,0
Foster Weather Station,08/07/2019,0,0.0,0
Foster Weather Station,07/02/2016,0,0.0,0
Foster Weather Station,05/05/2016,0,0.0,0
Foster Weather Station,01/31/2017,0,0.0,0
Foster Weather Station,03/06/2017,0,0.0,0
Foster Weather Station,06/30/2016,0,0.0,0
Foster Weather Station,08/28/2016,0,0.0,0
Foster Weather Station,02/25/2017,0,0.0,0
Foster Weather Station,02/27/2017,0,0.0,0
Foster Weather Station,08/22/2016,0,0.0,0
Foster Weather Station,12/17/2016,0,0.0,0
Foster Weather Station,02/10/2017,0,0.0,0
Foster Weather Station,09/11/2016,0,0.0,0
Foster Weather Station,11/23/2016,0,0.0,0
Foster Weather Station,07/15/2016,0,0.0,0
Foster Weather Station,02/12/2017,0,0.0,0
Foster Weather Station,05/09/2017,0,0.0,0
Foster Weather Station,07/13/2016,0,0.0,0
Foster Weather Station,01/01/2017,0,0.0,0
Foster Weather Station,08/05/2019,0,0.0,0
Foster Weather Station,04/14/2016,0,0.0,0
Foster Weather Station,09/03/2016,0,0.0,0
Foster Weather Station,09/18/2016,0,0.0,0
Foster Weather Station,10/25/2018,0,0.0,0
Foster Weather Station,01/11/2017,0,0.0,0
Foster Weather Station,10/22/2016,0,0.0,0
Foster Weather Station,11/11/2016,0,0.0,0
Foster Weather Station,03/08/2017,0,0.0,0
Foster Weather Station,04/10/2016,0,0.0,0
Foster Weather Station,06/28/2016,0,0.0,0
Foster Weather Station,10/28/2018,0,0.0,0
Foster Weather Station,03/20/2017,0,0.0,0
Foster Weather Station,04/08/2017,0,0.0,0
Foster Weather Station,09/24/2016,0,0.0,0
Foster Weather Station,11/16/2016,0,0.0,0
Foster Weather Station,07/22/2016,0,0.0,0
Foster Weather Station,09/09/2016,0,0.0,0
Foster Weather Station,03/28/2017,0,0.0,0
Foster Weather Station,12/04/2016,0,0.0,0
Foster Weather Station,02/15/2017,0,0.0,0
Foster Weather Station,09/28/2018,0,0.0,0
Foster Weather Station,05/31/2016,0,0.0,0
Foster Weather Station,10/02/2016,0,0.0,0
Foster Weather Station,11/10/2016,0,0.0,0
Foster Weather Station,04/10/2017,0,0.0,0
Foster Weather Station,03/17/2017,0,0.0,0
Foster Weather Station,08/04/2019,0,0.0,0
Foster Weather Station,01/05/2017,0,0.0,0
Foster Weather Station,11/09/2018,0,0.0,0
Foster Weather Station,06/07/2016,0,0.0,0
Foster Weather Station,01/21/2017,0,0.0,0
Foster Weather Station,10/10/2016,0,0.0,0
Foster Weather Station,11/12/2016,0,0.0,0
Foster Weather Station,11/25/2016,0,0.0,0
Foster Weather Station,02/21/2017,0,0.0,0
Foster Weather Station,10/05/2018,0,0.0,0
Foster Weather Station,05/03/2016,0,0.0,0
Foster Weather Station,09/22/2016,0,0.0,0
Foster Weather Station,10/13/2016,0,0.0,0
Foster Weather Station,05/02/2016,0,0.0,0
Foster Weather Station,06/20/2016,0,0.0,0
Foster Weather Station,12/27/2016,0,0.0,0
Foster Weather Station,05/27/2016,0,0.0,0
Foster Weather Station,09/23/2016,0,0.0,0
Foster Weather Station,10/30/2018,0,0.0,0
Foster Weather Station,04/07/2016,0,0.0,0
Foster Weather Station,05/04/2016,0,0.0,0
Foster Weather Station,12/23/2016,0,0.0,0
Foster Weather Station,05/22/2016,0,0.0,0
Foster Weather Station,08/08/2016,0,0.0,0
Foster Weather Station,08/26/2016,0,0.0,0
Foster Weather Station,02/02/2017,0,0.0,0
Foster Weather Station,10/13/2018,0,0.0,0
Foster Weather Station,07/11/2016,0,0.0,0
Foster Weather Station,12/22/2016,0,0.0,0
Foster Weather Station,10/06/2018,0,0.0,0
Foster Weather Station,06/26/2016,0,0.0,0
Foster Weather Station,03/26/2017,0,0.0,0
Foster Weather Station,10/12/2018,0,0.0,0
Foster Weather Station,05/28/2016,0,0.0,0
Foster Weather Station,01/30/2017,0,0.0,0
Foster Weather Station,01/17/2017,0,0.0,0
Foster Weather Station,08/04/2016,0,0.0,0
Foster Weather Station,08/24/2016,0,0.0,0
Foster Weather Station,11/19/2016,0,0.0,0
Foster Weather Station,05/06/2016,0,0.0,0
Foster Weather Station,10/14/2016,0,0.0,0
Foster Weather Station,06/21/2016,0,0.0,0
Foster Weather Station,07/17/2016,0,0.0,0
Foster Weather Station,06/24/2016,0,0.0,0
Foster Weather Station,05/07/2016,0,0.0,0
Foster Weather Station,05/24/2016,0,0.0,0
Foster Weather Station,12/18/2016,0,0.0,0
Foster Weather Station,04/12/2017,0,0.0,0
Foster Weather Station,07/26/2016,0,0.0,0
Foster Weather Station,02/14/2017,0,0.0,0
Foster Weather Station,03/11/2017,0,0.0,0
Foster Weather Station,05/02/2017,0,0.0,0
Foster Weather Station,10/09/2018,0,0.0,0
Foster Weather Station,06/06/2016,0,0.0,0
Foster Weather Station,04/06/2016,0,0.0,0
Foster Weather Station,11/18/2016,0,0.0,0
Foster Weather Station,05/09/2016,0,0.0,0
Foster Weather Station,06/23/2016,0,0.0,0
Foster Weather Station,10/07/2016,0,0.0,0
Foster Weather Station,11/21/2016,0,0.0,0
Foster Weather Station,12/02/2016,0,0.0,0
Foster Weather Station,04/17/2017,0,0.0,0
Foster Weather Station,05/29/2016,0,0.0,0
Foster Weather Station,08/16/2016,0,0.0,0
Foster Weather Station,12/01/2016,0,0.0,0
Foster Weather Station,01/15/2017,0,0.0,0
Foster Weather Station,01/24/2017,0,0.0,0
Foster Weather Station,04/16/2016,0,0.0,0
Foster Weather Station,03/02/2017,0,0.0,0
Foster Weather Station,05/30/2016,0,0.0,0
Foster Weather Station,04/27/2017,0,0.0,0
Foster Weather Station,09/27/2018,0,0.0,0
Foster Weather Station,11/30/2016,0,0.0,0
Foster Weather Station,12/12/2016,0,0.0,0
Foster Weather Station,04/24/2017,0,0.0,0
Foster Weather Station,09/13/2016,0,0.0,0
Foster Weather Station,08/08/2019,0,0.0,0
Foster Weather Station,08/17/2019,0,0.0,0
Foster Weather Station,10/04/2018,0,0.0,0
Foster Weather Station,10/20/2016,0,0.0,0
Foster Weather Station,11/02/2018,0,0.0,0
Foster Weather Station,02/04/2017,0,0.0,0
Foster Weather Station,04/01/2017,0,0.0,0
Foster Weather Station,12/25/2016,0,0.0,0
Foster Weather Station,09/02/2016,0,0.0,0
Foster Weather Station,05/04/2017,0,0.0,0
Foster Weather Station,04/28/2016,0,0.0,0
Foster Weather Station,07/04/2016,0,0.0,0
Foster Weather Station,10/21/2016,0,0.0,0
Foster Weather Station,08/06/2016,0,0.0,0
Foster Weather Station,10/14/2018,0,0.0,0
Foster Weather Station,11/20/2016,0,0.0,0
Foster Weather Station,10/02/2018,0,0.0,0
Foster Weather Station,04/30/2016,0,0.0,0
Foster Weather Station,07/28/2016,0,0.0,0
Foster Weather Station,01/09/2017,0,0.0,0
Foster Weather Station,02/20/2017,0,0.0,0
Foster Weather Station,12/19/2016,0,0.0,0
Foster Weather Station,07/31/2019,0,0.0,0
Foster Weather Station,06/15/2016,0,0.0,0
Foster Weather Station,06/10/2016,0,0.0,0
Foster Weather Station,02/18/2017,0,0.0,0
Foster Weather Station,06/14/2016,0,0.0,0
Foster Weather Station,01/18/2017,0,0.0,0
Foster Weather Station,03/24/2017,0,0.0,0
Foster Weather Station,04/21/2016,0,0.0,0
Foster Weather Station,06/13/2016,0,0.0,0
Foster Weather Station,06/22/2016,0,0.0,0
Foster Weather Station,11/07/2016,0,0.0,0
Foster Weather Station,01/07/2017,0,0.0,0
Foster Weather Station,10/08/2016,0,0.0,0
Foster Weather Station,12/10/2016,0,0.0,0
Foster Weather Station,04/13/2016,0,0.0,0
Foster Weather Station,09/30/2016,0,0.0,0
Foster Weather Station,10/27/2016,0,0.0,0
Foster Weather Station,10/31/2016,0,0.0,0
Foster Weather Station,05/10/2017,0,0.0,0
Foster Weather Station,11/08/2016,0,0.0,0
Foster Weather Station,03/01/2017,0,0.0,0
Foster Weather Station,04/16/2017,0,0.0,0
Foster Weather Station,01/02/2017,0,0.0,0
Foster Weather Station,03/09/2017,0,0.0,0
Foster Weather Station,05/25/2016,0,0.0,0
Foster Weather Station,04/07/2017,0,0.0,0
Foster Weather Station,08/25/2016,0,0.0,0
Foster Weather Station,11/04/2018,0,0.0,0
Foster Weather Station,11/06/2016,0,0.0,0
Foster Weather Station,03/21/2017,0,0.0,0
Foster Weather Station,04/23/2017,0,0.0,0
Foster Weather Station,07/09/2016,0,0.0,0
Foster Weather Station,07/18/2016,0,0.0,0
Foster Weather Station,07/24/2016,0,0.0,0
Foster Weather Station,09/04/2016,0,0.0,0
Foster Weather Station,09/05/2016,0,0.0,0
Foster Weather Station,12/15/2016,0,0.0,0
Foster Weather Station,10/07/2018,0,0.0,0
Foster Weather Station,08/21/2016,0,0.0,0
Foster Weather Station,12/03/2016,0,0.0,0
Foster Weather Station,12/06/2016,0,0.0,0
Foster Weather Station,02/16/2017,0,0.0,0
Foster Weather Station,06/25/2016,0,0.0,0
Foster Weather Station,01/23/2017,0,0.0,0
Foster Weather Station,08/09/2016,0,0.0,0
Foster Weather Station,11/22/2016,0,0.0,0
Foster Weather Station,11/07/2018,0,0.0,0
Foster Weather Station,02/07/2016,0,0.0,0
Foster Weather Station,07/01/2016,0,0.0,0
Foster Weather Station,07/16/2016,0,0.0,0
Foster Weather Station,08/09/2019,0,0.0,0
Foster Weather Station,06/11/2016,0,0.0,0
Foster Weather Station,10/19/2018,0,0.0,0
Foster Weather Station,03/27/2017,0,0.0,0
Foster Weather Station,03/13/2017,0,0.0,0
Foster Weather Station,05/23/2016,0,0.0,0
Foster Weather Station,07/14/2016,0,0.0,0
Foster Weather Station,10/20/2018,0,0.0,0
Foster Weather Station,02/07/2017,0,0.0,0
Foster Weather Station,04/26/2017,0,0.0,0
Foster Weather Station,04/30/2017,0,0.0,0
Foster Weather Station,08/20/2016,0,0.0,0
Foster Weather Station,02/05/2017,0,0.0,0
Foster Weather Station,03/31/2017,0,0.0,0
Foster Weather Station,05/14/2017,0,0.0,0
Foster Weather Station,06/09/2016,0,0.0,0
Foster Weather Station,08/27/2016,0,0.0,0
Foster Weather Station,09/27/2016,0,0.0,0
Foster Weather Station,05/20/2016,0,0.0,0
Foster Weather Station,06/08/2016,0,0.0,0
Foster Weather Station,08/07/2016,0,0.0,0
Foster Weather Station,08/12/2016,0,0.0,0
Foster Weather Station,04/20/2017,0,0.0,0
Foster Weather Station,03/22/2017,0,0.0,0
Foster Weather Station,04/17/2020,0,0.0,0
Foster Weather Station,05/01/2016,0,0.0,0
Foster Weather Station,03/07/2017,0,0.0,0
Foster Weather Station,11/04/2016,0,0.0,0
Foster Weather Station,08/18/2016,0,0.0,0
Foster Weather Station,11/09/2016,0,0.0,0
Foster Weather Station,12/08/2016,0,0.0,0
Foster Weather Station,01/19/2017,0,0.0,0
Foster Weather Station,04/13/2017,0,0.0,0
Foster Weather Station,03/29/2017,0,0.0,0
Foster Weather Station,04/17/2016,0,0.0,0
Foster Weather Station,06/27/2016,0,0.0,0
Foster Weather Station,06/29/2016,0,0.0,0
Foster Weather Station,02/13/2017,0,0.0,0
Foster Weather Station,12/16/2016,0,0.0,0
Foster Weather Station,11/03/2018,0,0.0,0
Foster Weather Station,02/17/2017,0,0.0,0
Foster Weather Station,10/10/2018,0,0.0,0
Foster Weather Station,09/26/2018,0,0.0,0
Foster Weather Station,11/15/2016,0,0.0,0
Foster Weather Station,12/20/2016,0,0.0,0
Foster Weather Station,09/01/2016,0,0.0,0
Foster Weather Station,10/25/2016,0,0.0,0
Foster Weather Station,10/12/2016,0,0.0,0
Foster Weather Station,12/05/2016,0,0.0,0
Foster Weather Station,01/29/2017,0,0.0,0
Foster Weather Station,11/06/2018,0,0.0,0
Foster Weather Station,02/28/2017,0,0.0,0
Foster Weather Station,05/21/2016,0,0.0,0
Foster Weather Station,02/06/2017,0,0.0,0
Foster Weather Station,01/25/2017,0,0.0,0
Foster Weather Station,04/14/2017,0,0.0,0
Foster Weather Station,11/01/2018,0,0.0,0
Foster Weather Station,09/06/2016,0,0.0,0
Foster Weather Station,07/23/2016,0,0.0,0
Foster Weather Station,03/05/2017,0,0.0,0
Foster Weather Station,05/07/2017,0,0.0,0
Foster Weather Station,04/09/2016,0,0.0,0
Foster Weather Station,04/09/2017,0,0.0,0
Foster Weather Station,08/12/2019,0,0.0,0
Foster Weather Station,08/11/2019,0,0.0,0
Foster Weather Station,08/14/2019,0,0.0,0
Foster Weather Station,07/03/2016,0,0.0,0
63rd Street Weather Station,07/25/2020,0,0.0,0
Foster Weather Station,10/11/2018,0,0.0,0
Foster Weather Station,11/14/2016,0,0.0,0
Foster Weather Station,06/12/2016,0,0.0,0
Foster Weather Station,01/08/2017,0,0.0,0
Foster Weather Station,03/14/2017,0,0.0,0
Foster Weather Station,05/13/2017,0,0.0,0
Foster Weather Station,10/26/2018,0,0.0,0
Foster Weather Station,04/29/2017,0,0.0,0
Foster Weather Station,06/01/2016,0,0.0,0
Foster Weather Station,08/15/2016,0,0.0,0
Foster Weather Station,02/08/2017,0,0.0,0
Foster Weather Station,01/22/2017,0,0.0,0
Foster Weather Station,03/04/2017,0,0.0,0
Foster Weather Station,05/26/2016,0,0.0,0
Foster Weather Station,09/10/2016,0,0.0,0
Foster Weather Station,03/18/2017,0,0.0,0
Foster Weather Station,03/19/2017,0,0.0,0
Foster Weather Station,08/02/2019,0,0.0,0
Foster Weather Station,03/12/2017,0,0.0,0
Foster Weather Station,04/11/2017,0,0.0,0
Foster Weather Station,11/28/2016,0,0.0,0
Foster Weather Station,02/22/2017,0,0.0,0
Foster Weather Station,07/06/2016,0,0.0,0
Foster Weather Station,10/23/2018,0,0.0,0
Foster Weather Station,01/12/2017,0,0.0,0
Foster Weather Station,07/27/2017,0,0.0,0
Foster Weather Station,04/12/2016,0,0.0,0
Foster Weather Station,10/18/2018,0,0.0,0
Foster Weather Station,10/23/2016,0,0.0,0
Foster Weather Station,10/03/2018,0,0.0,0
Foster Weather Station,04/18/2016,0,0.0,0
Foster Weather Station,12/13/2016,0,0.0,0
Foster Weather Station,07/19/2016,0,0.0,0
63rd Street Weather Station,07/11/2020,0,0.0,0
Foster Weather Station,01/06/2017,0,0.0,0
Foster Weather Station,08/01/2016,0,0.0,0
Foster Weather Station,08/11/2016,0,0.0,0
Foster Weather Station,10/19/2016,0,0.0,0
Foster Weather Station,11/05/2016,0,0.0,0
Foster Weather Station,12/14/2016,0,0.0,0
Foster Weather Station,12/28/2016,0,0.0,0
Foster Weather Station,02/19/2017,0,0.0,0
Foster Weather Station,10/15/2018,0,0.0,0
Foster Weather Station,07/31/2016,0,0.0,0
Foster Weather Station,12/24/2016,0,0.0,0
Foster Weather Station,09/09/2019,0,0.0,0
Foster Weather Station,07/05/2016,0,0.0,0
Foster Weather Station,08/29/2016,0,0.0,0
Foster Weather Station,05/12/2017,0,0.0,0
Foster Weather Station,08/06/2019,0,0.0,0
Foster Weather Station,05/19/2016,0,0.0,0
Foster Weather Station,01/10/2017,0,0.0,0
Foster Weather Station,05/08/2017,0,0.0,0
Foster Weather Station,08/05/2016,0,0.0,0
Foster Weather Station,08/10/2016,0,0.0,0
Foster Weather Station,01/26/2017,0,0.0,0
Foster Weather Station,10/08/2018,0,0.0,0
Foster Weather Station,06/03/2016,0,0.0,0
Foster Weather Station,09/19/2016,0,0.0,0
Foster Weather Station,12/11/2016,0,0.0,0
Foster Weather Station,06/17/2016,0,0.0,0
Foster Weather Station,10/06/2016,0,0.0,0
Foster Weather Station,10/31/2018,0,0.0,0
Foster Weather Station,03/23/2017,0,0.0,0
Foster Weather Station,04/20/2016,0,0.0,0
Foster Weather Station,09/16/2016,0,0.0,0
Foster Weather Station,10/05/2016,0,0.0,0
Foster Weather Station,07/20/2016,0,0.0,0
Foster Weather Station,10/27/2018,0,0.0,0
Foster Weather Station,12/07/2016,0,0.0,0
Foster Weather Station,11/05/2018,0,0.0,0
Foster Weather Station,03/15/2017,0,0.0,0
Foster Weather Station,10/30/2016,0,0.0,0
Foster Weather Station,03/16/2017,0,0.0,0
Foster Weather Station,04/05/2017,0,0.0,0
Foster Weather Station,04/18/2017,0,0.0,0
Foster Weather Station,06/18/2016,0,0.0,0
Foster Weather Station,08/03/2016,0,0.0,0
Foster Weather Station,07/07/2016,0,0.0,0
Foster Weather Station,08/13/2016,0,0.0,0
Foster Weather Station,09/20/2016,0,0.0,0
Foster Weather Station,10/16/2016,0,0.0,0
Foster Weather Station,05/01/2017,0,0.0,0
Foster Weather Station,06/19/2016,0,0.0,0
Foster Weather Station,09/15/2016,0,0.0,0
Foster Weather Station,01/14/2017,0,0.0,0
Foster Weather Station,03/10/2017,0,0.0,0
Foster Weather Station,02/11/2017,0,0.0,0
Foster Weather Station,10/24/2016,0,0.0,0
Foster Weather Station,11/27/2016,0,0.0,0
Foster Weather Station,09/26/2016,0,0.0,0
Foster Weather Station,09/28/2016,0,0.0,0
Foster Weather Station,03/03/2017,0,0.0,0
Foster Weather Station,07/18/2017,0,0.0,0
Foster Weather Station,06/12/2017,0,0.0,0
Foster Weather Station,06/16/2017,0,0.0,0
Foster Weather Station,07/23/2017,0,0.0,0
Foster Weather Station,06/10/2017,0,0.0,0
Foster Weather Station,05/21/2017,0,0.0,0
Foster Weather Station,06/15/2017,0,0.0,0
Foster Weather Station,05/20/2017,0,0.0,0
Foster Weather Station,05/28/2017,0,0.0,0
Foster Weather Station,05/15/2017,0,0.0,0
Foster Weather Station,06/09/2017,0,0.0,0
Foster Weather Station,07/16/2017,0,0.0,0
Foster Weather Station,06/26/2017,0,0.0,0
Foster Weather Station,05/18/2017,0,0.0,0
Foster Weather Station,07/03/2017,0,0.0,0
Foster Weather Station,07/07/2017,0,0.0,0
Foster Weather Station,11/16/2018,0,0.0,0
Foster Weather Station,05/25/2017,0,0.0,0
Foster Weather Station,07/01/2017,0,0.0,0
Foster Weather Station,07/24/2017,0,0.0,0
Foster Weather Station,06/20/2017,0,0.0,0
Foster Weather Station,11/13/2018,0,0.0,0
Foster Weather Station,06/27/2017,0,0.0,0
Foster Weather Station,06/22/2017,0,0.0,0
Foster Weather Station,07/06/2017,0,0.0,0
Foster Weather Station,06/01/2017,0,0.0,0
Foster Weather Station,06/25/2017,0,0.0,0
Foster Weather Station,05/17/2017,0,0.0,0
Foster Weather Station,06/04/2017,0,0.0,0
Foster Weather Station,07/21/2017,0,0.0,0
Foster Weather Station,06/02/2017,0,0.0,0
Foster Weather Station,07/12/2017,0,0.0,0
Foster Weather Station,05/16/2017,0,0.0,0
Foster Weather Station,05/29/2017,0,0.0,0
Foster Weather Station,06/06/2017,0,0.0,0
Foster Weather Station,06/30/2017,0,0.0,0
Foster Weather Station,06/14/2017,0,0.0,0
Foster Weather Station,07/19/2017,0,0.0,0
Foster Weather Station,07/09/2017,0,0.0,0
Foster Weather Station,07/22/2017,0,0.0,0
Foster Weather Station,06/17/2017,0,0.0,0
Foster Weather Station,07/20/2017,0,0.0,0
Foster Weather Station,07/11/2017,0,0.0,0
Foster Weather Station,07/05/2017,0,0.0,0
Foster Weather Station,05/23/2017,0,0.0,0
Foster Weather Station,06/19/2017,0,0.0,0
Foster Weather Station,11/17/2018,0,0.0,0
Foster Weather Station,07/08/2017,0,0.0,0
Foster Weather Station,11/18/2018,0,0.0,0
Foster Weather Station,06/03/2017,0,0.0,0
Foster Weather Station,06/23/2017,0,0.0,0
Foster Weather Station,11/12/2018,0,0.0,0
Foster Weather Station,06/21/2017,0,0.0,0
Foster Weather Station,07/13/2017,0,0.0,0
Foster Weather Station,11/14/2018,0,0.0,0
Foster Weather Station,07/04/2017,0,0.0,0
Foster Weather Station,06/24/2017,0,0.0,0
Foster Weather Station,06/29/2017,0,0.0,0
Foster Weather Station,05/26/2017,0,0.0,0
Foster Weather Station,07/10/2017,0,0.0,0
Foster Weather Station,06/28/2017,0,0.0,0
Foster Weather Station,06/05/2017,0,0.0,0
Foster Weather Station,05/22/2017,0,0.0,0
Foster Weather Station,07/14/2017,0,0.0,0
Foster Weather Station,05/27/2017,0,0.0,0
Foster Weather Station,05/30/2017,0,0.0,0
Foster Weather Station,06/13/2017,0,0.0,0
Foster Weather Station,11/11/2018,0,0.0,0
Foster Weather Station,05/19/2017,0,0.0,0
Foster Weather Station,06/08/2017,0,0.0,0
Foster Weather Station,05/31/2017,0,0.0,0
Foster Weather Station,06/07/2017,0,0.0,0
Foster Weather Station,05/24/2017,0,0.0,0
Foster Weather Station,06/18/2017,0,0.0,0
Foster Weather Station,07/02/2017,0,0.0,0
Foster Weather Station,06/11/2017,0,0.0,0
Foster Weather Station,11/15/2018,0,0.0,0
Foster Weather Station,07/17/2017,0,0.0,0
Foster Weather Station,07/15/2017,0,0.0,0
Foster Weather Station,07/25/2017,0,0.0,0
Foster Weather Station,02/11/2019,0,0.0,0
Foster Weather Station,02/08/2019,0,0.0,0
Foster Weather Station,06/01/2019,0,0.0,0
Foster Weather Station,03/07/2019,0,0.0,0
Foster Weather Station,04/05/2019,0,0.0,0
Foster Weather Station,06/02/2019,0,0.0,0
Foster Weather Station,03/06/2019,0,0.0,0
Foster Weather Station,03/17/2019,0,0.0,0
Foster Weather Station,03/20/2019,0,0.0,0
Foster Weather Station,04/06/2019,0,0.0,0
Foster Weather Station,05/29/2019,0,0.0,0
Foster Weather Station,11/21/2018,0,0.0,0
Foster Weather Station,05/02/2019,0,0.0,0
Foster Weather Station,07/02/2019,0,0.0,0
Foster Weather Station,01/12/2019,0,0.0,0
Foster Weather Station,05/27/2019,0,0.0,0
Foster Weather Station,07/13/2019,0,0.0,0
Foster Weather Station,03/01/2019,0,0.0,0
Foster Weather Station,06/12/2019,0,0.0,0
Foster Weather Station,03/23/2019,0,0.0,0
Foster Weather Station,04/10/2019,0,0.0,0
Foster Weather Station,12/20/2018,0,0.0,0
Foster Weather Station,03/27/2019,0,0.0,0
Foster Weather Station,12/06/2018,0,0.0,0
Foster Weather Station,03/05/2019,0,0.0,0
Foster Weather Station,07/03/2019,0,0.0,0
Foster Weather Station,12/09/2018,0,0.0,0
Foster Weather Station,04/14/2019,0,0.0,0
Foster Weather Station,12/27/2018,0,0.0,0
Foster Weather Station,03/08/2019,0,0.0,0
Foster Weather Station,04/23/2019,0,0.0,0
Foster Weather Station,04/29/2019,0,0.0,0
Foster Weather Station,07/01/2019,0,0.0,0
Foster Weather Station,01/25/2019,0,0.0,0
Foster Weather Station,04/17/2019,0,0.0,0
Foster Weather Station,06/26/2019,0,0.0,0
Foster Weather Station,07/16/2019,0,0.0,0
Foster Weather Station,11/24/2018,0,0.0,0
Foster Weather Station,11/29/2018,0,0.0,0
Foster Weather Station,01/26/2019,0,0.0,0
Foster Weather Station,04/08/2019,0,0.0,0
Foster Weather Station,07/08/2019,0,0.0,0
Foster Weather Station,12/18/2018,0,0.0,0
Foster Weather Station,05/11/2019,0,0.0,0
Foster Weather Station,06/05/2019,0,0.0,0
Foster Weather Station,02/18/2019,0,0.0,0
Foster Weather Station,04/25/2019,0,0.0,0
Foster Weather Station,05/25/2019,0,0.0,0
Foster Weather Station,12/16/2018,0,0.0,0
Foster Weather Station,06/24/2019,0,0.0,0
Foster Weather Station,11/26/2018,0,0.0,0
Foster Weather Station,01/04/2019,0,0.0,0
Foster Weather Station,02/14/2019,0,0.0,0
Foster Weather Station,05/28/2019,0,0.0,0
Foster Weather Station,12/11/2018,0,0.0,0
Foster Weather Station,11/30/2018,0,0.0,0
Foster Weather Station,03/16/2019,0,0.0,0
Foster Weather Station,03/21/2019,0,0.0,0
Foster Weather Station,06/10/2019,0,0.0,0
Foster Weather Station,01/10/2019,0,0.0,0
Foster Weather Station,07/17/2019,0,0.0,0
Foster Weather Station,01/23/2019,0,0.0,0
Foster Weather Station,01/13/2019,0,0.0,0
Foster Weather Station,12/28/2018,0,0.0,0
Foster Weather Station,02/13/2019,0,0.0,0
Foster Weather Station,01/30/2019,0,0.0,0
Foster Weather Station,01/16/2019,0,0.0,0
Foster Weather Station,02/22/2019,0,0.0,0
Foster Weather Station,01/17/2019,0,0.0,0
Foster Weather Station,01/19/2019,0,0.0,0
Foster Weather Station,01/18/2019,0,0.0,0
Foster Weather Station,01/21/2019,0,0.0,0
Foster Weather Station,03/24/2019,0,0.0,0
Foster Weather Station,05/24/2019,0,0.0,0
Foster Weather Station,04/09/2019,0,0.0,0
Foster Weather Station,05/18/2019,0,0.0,0
Foster Weather Station,04/02/2019,0,0.0,0
Foster Weather Station,08/21/2019,0,0.0,0
Foster Weather Station,02/24/2019,0,0.0,0
Foster Weather Station,06/18/2019,0,0.0,0
Foster Weather Station,07/12/2019,0,0.0,0
Foster Weather Station,02/17/2019,0,0.0,0
Foster Weather Station,02/20/2019,0,0.0,0
Foster Weather Station,05/19/2019,0,0.0,0
Foster Weather Station,06/08/2019,0,0.0,0
Foster Weather Station,03/29/2019,0,0.0,0
Foster Weather Station,02/12/2019,0,0.0,0
Foster Weather Station,03/22/2019,0,0.0,0
Foster Weather Station,03/02/2019,0,0.0,0
Foster Weather Station,05/05/2019,0,0.0,0
Foster Weather Station,12/31/2018,0,0.0,0
Foster Weather Station,01/22/2019,0,0.0,0
Foster Weather Station,04/07/2019,0,0.0,0
Foster Weather Station,04/26/2019,0,0.0,0
Foster Weather Station,07/15/2019,0,0.0,0
Foster Weather Station,04/11/2019,0,0.0,0
Foster Weather Station,08/18/2019,0,0.0,0
Foster Weather Station,07/21/2019,0,0.0,0
Foster Weather Station,11/23/2018,0,0.0,0
Foster Weather Station,02/15/2019,0,0.0,0
Foster Weather Station,03/25/2019,0,0.0,0
Foster Weather Station,11/28/2018,0,0.0,0
Foster Weather Station,12/13/2018,0,0.0,0
Foster Weather Station,01/06/2019,0,0.0,0
Foster Weather Station,04/24/2019,0,0.0,0
Foster Weather Station,06/13/2019,0,0.0,0
Foster Weather Station,06/21/2019,0,0.0,0
Foster Weather Station,01/01/2019,0,0.0,0
Foster Weather Station,03/10/2019,0,0.0,0
Foster Weather Station,01/11/2019,0,0.0,0
Foster Weather Station,05/01/2019,0,0.0,0
Foster Weather Station,07/14/2019,0,0.0,0
Foster Weather Station,01/05/2019,0,0.0,0
Foster Weather Station,05/26/2019,0,0.0,0
Foster Weather Station,12/21/2018,0,0.0,0
Foster Weather Station,03/04/2019,0,0.0,0
Foster Weather Station,03/12/2019,0,0.0,0
Foster Weather Station,06/15/2019,0,0.0,0
Foster Weather Station,12/01/2018,0,0.0,0
Foster Weather Station,03/09/2019,0,0.0,0
Foster Weather Station,03/11/2019,0,0.0,0
Foster Weather Station,01/24/2019,0,0.0,0
Foster Weather Station,12/26/2018,0,0.0,0
Foster Weather Station,06/25/2019,0,0.0,0
Foster Weather Station,05/15/2019,0,0.0,0
Foster Weather Station,01/28/2019,0,0.0,0
Foster Weather Station,12/05/2018,0,0.0,0
Foster Weather Station,03/31/2019,0,0.0,0
Foster Weather Station,01/15/2019,0,0.0,0
Foster Weather Station,03/26/2019,0,0.0,0
Foster Weather Station,06/29/2019,0,0.0,0
Foster Weather Station,04/01/2019,0,0.0,0
Foster Weather Station,04/13/2019,0,0.0,0
Foster Weather Station,11/19/2018,0,0.0,0
Foster Weather Station,04/22/2019,0,0.0,0
Foster Weather Station,05/03/2019,0,0.0,0
Foster Weather Station,12/15/2018,0,0.0,0
Foster Weather Station,01/14/2019,0,0.0,0
Foster Weather Station,07/10/2019,0,0.0,0
Foster Weather Station,02/25/2019,0,0.0,0
Foster Weather Station,04/21/2019,0,0.0,0
Foster Weather Station,06/03/2019,0,0.0,0
Foster Weather Station,06/27/2019,0,0.0,0
Foster Weather Station,01/09/2019,0,0.0,0
