Station Name,day,Min Solar radiation,Average Solar radiation,Max Solar radiation
Foster Weather Station,09/23/2022,2,112.79166666666667,706
63rd Street Weather Station,01/18/2016,6,112.58333333333333,438
Foster Weather Station,11/22/2022,4,112.52173913043478,447
Oak Street Weather Station,07/16/2017,-4,112.45454545454545,632
63rd Street Weather Station,06/04/2016,0,112.3913043478261,377
63rd Street Weather Station,01/13/2018,5,112.33333333333333,456
63rd Street Weather Station,07/08/2015,2,112.29166666666667,383
Oak Street Weather Station,09/16/2016,-4,112.25,576
63rd Street Weather Station,10/20/2018,3,112.0,736
Foster Weather Station,09/14/2021,2,112.0,446
Foster Weather Station,11/14/2022,2,111.95833333333333,436
Oak Street Weather Station,02/27/2017,0,111.95454545454545,577
Oak Street Weather Station,04/02/2017,0,111.9047619047619,564
Oak Street Weather Station,02/17/2016,3,111.9,574
63rd Street Weather Station,09/27/2020,0,111.83333333333333,445
Foster Weather Station,06/22/2015,0,111.83333333333333,644
Oak Street Weather Station,10/14/2022,0,111.82608695652173,499
Oak Street Weather Station,03/16/2018,1,111.82608695652173,604
63rd Street Weather Station,01/17/2018,5,111.75,455
Oak Street Weather Station,10/07/2015,0,111.6470588235294,598
63rd Street Weather Station,11/04/2020,0,111.625,464
63rd Street Weather Station,02/22/2017,1,111.625,632
63rd Street Weather Station,01/14/2018,5,111.54545454545455,433
63rd Street Weather Station,07/31/2018,0,111.5,690
Oak Street Weather Station,02/26/2022,1,111.5,550
Foster Weather Station,02/03/2023,3,111.47826086956522,520
63rd Street Weather Station,10/14/2020,0,111.33333333333333,554
63rd Street Weather Station,10/21/2015,1,111.25,538
63rd Street Weather Station,11/14/2015,3,111.20833333333333,464
Oak Street Weather Station,03/04/2022,0,111.04166666666667,472
Oak Street Weather Station,03/02/2016,2,111.0,645
Oak Street Weather Station,03/17/2018,1,111.0,697
63rd Street Weather Station,07/16/2019,0,110.95833333333333,600
Foster Weather Station,10/16/2020,0,110.91666666666667,604
Oak Street Weather Station,06/14/2015,-2,110.72727272727273,706
Oak Street Weather Station,10/09/2022,-3,110.66666666666667,592
63rd Street Weather Station,11/08/2021,1,110.65217391304348,443
63rd Street Weather Station,11/17/2020,4,110.56521739130434,431
63rd Street Weather Station,11/29/2017,3,110.5,457
Oak Street Weather Station,06/12/2018,-3,110.5,700
Oak Street Weather Station,02/19/2022,2,110.43478260869566,536
Oak Street Weather Station,10/01/2021,-5,110.34782608695652,561
63rd Street Weather Station,02/25/2019,5,110.21739130434783,585
Foster Weather Station,11/21/2022,3,110.20833333333333,439
63rd Street Weather Station,02/04/2022,5,110.20833333333333,639
Oak Street Weather Station,07/12/2021,-3,110.16666666666667,618
Oak Street Weather Station,08/18/2019,-3,110.16666666666667,777
Foster Weather Station,05/26/2015,0,110.15,569
63rd Street Weather Station,03/06/2022,1,110.125,476
Oak Street Weather Station,10/18/2015,1,110.11111111111111,530
Oak Street Weather Station,09/04/2015,0,110.0952380952381,553
63rd Street Weather Station,11/22/2017,4,109.95833333333333,473
Oak Street Weather Station,10/16/2017,-2,109.91666666666667,590
Foster Weather Station,11/22/2015,0,109.78260869565217,433
Oak Street Weather Station,06/25/2015,0,109.78260869565217,733
63rd Street Weather Station,02/21/2017,2,109.71428571428571,818
63rd Street Weather Station,11/25/2017,2,109.70833333333333,455
Oak Street Weather Station,10/09/2020,-4,109.70833333333333,556
Oak Street Weather Station,02/23/2022,2,109.625,532
63rd Street Weather Station,04/02/2017,3,109.47826086956522,581
Oak Street Weather Station,09/04/2017,-4,109.47826086956522,614
63rd Street Weather Station,12/27/2016,4,109.41666666666667,514
Oak Street Weather Station,02/24/2023,2,109.34782608695652,689
Oak Street Weather Station,05/17/2021,-2,109.22222222222223,340
Foster Weather Station,11/23/2021,1,109.21739130434783,434
Foster Weather Station,02/05/2022,1,109.20833333333333,396
Oak Street Weather Station,07/08/2015,1,109.2,461
63rd Street Weather Station,11/23/2017,3,109.04166666666667,453
63rd Street Weather Station,11/22/2021,3,108.95833333333333,444
Foster Weather Station,11/06/2022,3,108.91304347826087,478
63rd Street Weather Station,03/18/2019,4,108.83333333333333,672
Oak Street Weather Station,08/10/2020,-5,108.79166666666667,479
63rd Street Weather Station,05/11/2018,3,108.66666666666667,895
63rd Street Weather Station,12/09/2018,5,108.57142857142857,422
63rd Street Weather Station,10/31/2016,2,108.5,590
Oak Street Weather Station,02/17/2017,-2,108.5,535
Oak Street Weather Station,08/23/2015,0,108.47619047619048,780
Oak Street Weather Station,02/27/2022,0,108.375,542
63rd Street Weather Station,05/18/2020,2,108.33333333333333,512
Oak Street Weather Station,04/06/2022,0,108.21739130434783,1002
Oak Street Weather Station,03/05/2022,-3,108.21739130434783,557
63rd Street Weather Station,02/25/2016,4,108.16666666666667,621
63rd Street Weather Station,11/30/2017,3,108.125,450
Oak Street Weather Station,04/05/2022,0,108.08695652173913,619
Foster Weather Station,11/14/2015,0,108.0,470
63rd Street Weather Station,09/21/2019,0,108.0,345
Oak Street Weather Station,09/22/2016,-4,107.89473684210526,390
63rd Street Weather Station,10/11/2016,1,107.75,606
Oak Street Weather Station,10/18/2017,-4,107.66666666666667,590
Oak Street Weather Station,10/10/2022,-2,107.625,568
Oak Street Weather Station,05/23/2021,-5,107.54166666666667,446
Oak Street Weather Station,09/29/2022,-3,107.5,701
Foster Weather Station,10/24/2020,0,107.41666666666667,533
63rd Street Weather Station,11/06/2020,0,107.41666666666667,449
Oak Street Weather Station,06/02/2018,-2,107.29166666666667,552
Oak Street Weather Station,02/29/2016,2,107.21052631578948,480
Oak Street Weather Station,02/20/2016,0,107.08695652173913,549
63rd Street Weather Station,01/27/2019,6,107.0,459
Foster Weather Station,04/04/2022,0,106.95833333333333,533
63rd Street Weather Station,01/08/2017,6,106.95652173913044,422
63rd Street Weather Station,07/29/2015,0,106.85714285714286,503
Oak Street Weather Station,06/17/2019,-2,106.79166666666667,445
Oak Street Weather Station,05/22/2018,0,106.79166666666667,377
Foster Weather Station,11/25/2022,4,106.75,432
63rd Street Weather Station,12/18/2016,5,106.73913043478261,427
Foster Weather Station,12/02/2020,1,106.73913043478261,429
Foster Weather Station,11/04/2015,0,106.70833333333333,464
63rd Street Weather Station,12/01/2017,3,106.66666666666667,438
Oak Street Weather Station,10/17/2017,-3,106.66666666666667,591
63rd Street Weather Station,01/06/2018,6,106.65217391304348,434
63rd Street Weather Station,01/01/2018,7,106.58333333333333,434
63rd Street Weather Station,01/29/2016,4,106.5,502
Foster Weather Station,11/26/2022,4,106.5,429
63rd Street Weather Station,03/07/2016,2,106.45833333333333,396
63rd Street Weather Station,11/12/2020,3,106.45833333333333,439
63rd Street Weather Station,01/02/2018,7,106.41666666666667,432
63rd Street Weather Station,01/20/2022,5,106.36363636363636,509
63rd Street Weather Station,09/11/2015,2,106.29166666666667,785
63rd Street Weather Station,08/29/2018,1,106.21739130434783,557
63rd Street Weather Station,01/29/2022,5,106.17391304347827,455
Oak Street Weather Station,03/23/2017,0,106.16666666666667,731
63rd Street Weather Station,11/13/2018,5,106.125,480
63rd Street Weather Station,06/20/2019,2,106.08333333333333,641
Oak Street Weather Station,03/07/2016,0,106.04545454545455,569
Foster Weather Station,09/30/2020,0,106.04166666666667,667
Foster Weather Station,03/01/2022,1,106.04166666666667,570
63rd Street Weather Station,12/06/2017,4,106.0,442
Foster Weather Station,11/28/2020,2,106.0,420
63rd Street Weather Station,11/24/2017,2,105.95833333333333,444
Foster Weather Station,02/07/2022,1,105.95833333333333,613
Oak Street Weather Station,05/19/2021,-3,105.91666666666667,744
Oak Street Weather Station,03/17/2023,0,105.91666666666667,559
Oak Street Weather Station,04/23/2020,0,105.91304347826087,723
Oak Street Weather Station,10/19/2022,0,105.875,568
Oak Street Weather Station,02/20/2022,0,105.8695652173913,510
Oak Street Weather Station,10/20/2015,-2,105.80952380952381,554
Foster Weather Station,10/30/2015,0,105.79166666666667,493
63rd Street Weather Station,08/12/2019,0,105.66666666666667,417
63rd Street Weather Station,01/01/2017,4,105.65217391304348,429
63rd Street Weather Station,05/01/2019,3,105.625,411
Oak Street Weather Station,04/11/2022,-2,105.625,692
63rd Street Weather Station,09/10/2015,2,105.54166666666667,820
Oak Street Weather Station,03/14/2016,2,105.54166666666667,487
63rd Street Weather Station,01/05/2018,6,105.5,432
Oak Street Weather Station,10/15/2022,0,105.5,586
Oak Street Weather Station,02/01/2018,2,105.4375,500
Oak Street Weather Station,10/13/2020,-2,105.25,595
Oak Street Weather Station,05/09/2017,0,105.19047619047619,560
Oak Street Weather Station,09/03/2021,-4,105.125,782
63rd Street Weather Station,08/15/2018,0,105.0,423
63rd Street Weather Station,03/29/2017,4,104.95833333333333,691
Oak Street Weather Station,10/06/2020,-3,104.875,620
63rd Street Weather Station,06/22/2016,0,104.875,521
63rd Street Weather Station,10/21/2020,2,104.83333333333333,503
63rd Street Weather Station,12/25/2017,5,104.79166666666667,432
Foster Weather Station,09/28/2020,0,104.79166666666667,912
Oak Street Weather Station,08/29/2017,-3,104.69565217391305,500
63rd Street Weather Station,08/28/2015,1,104.625,411
63rd Street Weather Station,10/19/2016,2,104.625,663
Oak Street Weather Station,02/19/2023,0,104.58333333333333,533
Oak Street Weather Station,03/22/2016,0,104.52380952380952,467
63rd Street Weather Station,11/20/2016,4,104.30434782608695,457
63rd Street Weather Station,01/04/2017,5,104.29166666666667,425
63rd Street Weather Station,01/31/2019,7,104.29166666666667,459
Foster Weather Station,10/21/2020,0,104.20833333333333,486
Foster Weather Station,11/18/2020,2,104.125,451
Oak Street Weather Station,09/13/2017,-3,104.0952380952381,706
Oak Street Weather Station,03/05/2023,1,104.0,617
63rd Street Weather Station,06/07/2021,0,103.91666666666667,415
63rd Street Weather Station,02/09/2019,5,103.875,480
Oak Street Weather Station,04/15/2020,2,103.8695652173913,446
Foster Weather Station,11/09/2015,0,103.78260869565217,464
63rd Street Weather Station,01/24/2016,4,103.78260869565217,433
Foster Weather Station,11/20/2020,1,103.78260869565217,585
Foster Weather Station,12/03/2020,2,103.75,517
63rd Street Weather Station,01/02/2016,5,103.66666666666667,434
Oak Street Weather Station,10/20/2017,-4,103.625,543
63rd Street Weather Station,12/19/2016,6,103.58333333333333,423
Oak Street Weather Station,05/24/2017,0,103.58333333333333,545
63rd Street Weather Station,02/21/2022,3,103.54166666666667,408
Oak Street Weather Station,02/12/2018,2,103.54166666666667,524
63rd Street Weather Station,10/22/2021,2,103.5,707
Oak Street Weather Station,10/10/2020,-3,103.36363636363636,529
63rd Street Weather Station,08/26/2015,2,103.33333333333333,435
Foster Weather Station,03/29/2022,1,103.33333333333333,455
Oak Street Weather Station,04/06/2018,1,103.30434782608695,675
Foster Weather Station,11/23/2022,4,103.29166666666667,427
Oak Street Weather Station,02/18/2023,1,103.27272727272727,436
Foster Weather Station,09/03/2021,2,103.125,406
Foster Weather Station,01/16/2016,0,103.10526315789474,455
Foster Weather Station,10/08/2015,0,103.04545454545455,577
Foster Weather Station,12/03/2022,2,103.0,426
63rd Street Weather Station,01/19/2016,5,103.0,432
Foster Weather Station,02/21/2016,0,102.93333333333334,277
63rd Street Weather Station,07/10/2021,0,102.91666666666667,578
Foster Weather Station,02/29/2016,0,102.83333333333333,534
63rd Street Weather Station,11/23/2021,3,102.82608695652173,416
Foster Weather Station,07/16/2015,0,102.81818181818181,386
Oak Street Weather Station,10/25/2015,0,102.81818181818181,565
63rd Street Weather Station,09/10/2020,1,102.73913043478261,571
Oak Street Weather Station,05/04/2017,0,102.58333333333333,421
Oak Street Weather Station,10/13/2017,-3,102.54166666666667,570
Oak Street Weather Station,08/16/2019,-4,102.5,567
63rd Street Weather Station,09/09/2019,0,102.5,451
Oak Street Weather Station,10/09/2021,-4,102.41666666666667,551
63rd Street Weather Station,01/29/2019,6,102.41666666666667,461
Foster Weather Station,01/29/2016,0,102.33333333333333,481
63rd Street Weather Station,05/30/2018,0,102.29166666666667,357
Oak Street Weather Station,08/27/2017,-4,102.28571428571429,567
Foster Weather Station,03/12/2016,0,102.26086956521739,413
Oak Street Weather Station,10/08/2016,0,102.26086956521739,623
Oak Street Weather Station,02/19/2016,0,102.21739130434783,547
63rd Street Weather Station,11/17/2016,1,102.20833333333333,461
63rd Street Weather Station,11/07/2020,1,102.1304347826087,445
63rd Street Weather Station,05/16/2019,1,102.08333333333333,347
Foster Weather Station,11/08/2021,1,101.91304347826087,460
63rd Street Weather Station,12/22/2016,4,101.875,434
Oak Street Weather Station,08/30/2015,1,101.76190476190476,374
63rd Street Weather Station,01/14/2016,4,101.75,501
Oak Street Weather Station,05/25/2022,-4,101.73913043478261,739
63rd Street Weather Station,12/08/2017,4,101.70833333333333,432
Foster Weather Station,01/23/2022,1,101.70833333333333,468
63rd Street Weather Station,02/29/2016,3,101.66666666666667,475
Oak Street Weather Station,10/13/2016,0,101.625,619
63rd Street Weather Station,10/28/2020,3,101.58333333333333,457
63rd Street Weather Station,03/28/2017,4,101.58333333333333,365
63rd Street Weather Station,11/13/2020,3,101.54166666666667,447
Oak Street Weather Station,10/26/2015,0,101.52173913043478,489
63rd Street Weather Station,01/27/2016,4,101.29166666666667,680
Foster Weather Station,11/22/2021,1,101.29166666666667,430
Oak Street Weather Station,05/31/2015,3,101.26086956521739,436
Oak Street Weather Station,06/19/2019,-2,101.20833333333333,424
Oak Street Weather Station,02/22/2018,0,101.1304347826087,690
63rd Street Weather Station,04/10/2017,0,101.08695652173913,558
Foster Weather Station,01/19/2016,0,101.0,418
63rd Street Weather Station,12/31/2017,6,101.0,421
Foster Weather Station,02/12/2016,0,100.95833333333333,610
63rd Street Weather Station,10/24/2020,3,100.95652173913044,586
Oak Street Weather Station,06/08/2018,-2,100.875,370
Oak Street Weather Station,10/23/2016,-3,100.85714285714286,524
Foster Weather Station,09/10/2015,0,100.83333333333333,818
Oak Street Weather Station,02/18/2018,0,100.81818181818181,355
Foster Weather Station,11/13/2020,2,100.79166666666667,486
Oak Street Weather Station,03/31/2016,0,100.79166666666667,689
Oak Street Weather Station,10/17/2021,-2,100.75,557
63rd Street Weather Station,08/17/2019,0,100.73913043478261,543
63rd Street Weather Station,04/27/2017,2,100.66666666666667,597
Foster Weather Station,01/12/2016,0,100.625,432
Oak Street Weather Station,02/13/2022,3,100.625,678
63rd Street Weather Station,04/08/2022,3,100.625,549
Foster Weather Station,02/19/2016,0,100.6086956521739,564
63rd Street Weather Station,04/25/2022,1,100.58333333333333,449
63rd Street Weather Station,11/18/2020,3,100.41666666666667,393
Oak Street Weather Station,02/26/2017,0,100.4090909090909,470
Oak Street Weather Station,10/16/2020,0,100.33333333333333,528
Foster Weather Station,10/09/2015,0,100.30434782608695,484
Foster Weather Station,12/04/2022,3,100.29166666666667,416
Oak Street Weather Station,02/20/2017,-2,100.29166666666667,479
63rd Street Weather Station,11/28/2020,3,100.26086956521739,393
Oak Street Weather Station,10/16/2021,-2,100.25,552
Foster Weather Station,11/11/2015,0,100.19047619047619,441
Oak Street Weather Station,02/11/2016,4,100.16666666666667,551
63rd Street Weather Station,09/08/2016,0,100.08695652173913,533
Oak Street Weather Station,08/25/2015,1,100.04761904761905,428
63rd Street Weather Station,10/20/2021,0,100.04166666666667,508
63rd Street Weather Station,08/06/2018,0,100.0,421
63rd Street Weather Station,02/12/2016,5,99.91666666666667,623
Oak Street Weather Station,06/28/2017,-4,99.875,417
63rd Street Weather Station,11/14/2018,4,99.79166666666667,522
63rd Street Weather Station,10/03/2017,0,99.78260869565217,485
Oak Street Weather Station,08/04/2017,-3,99.78260869565217,582
Foster Weather Station,10/02/2021,2,99.75,708
63rd Street Weather Station,09/28/2015,0,99.66666666666667,377
63rd Street Weather Station,11/16/2020,3,99.5,429
Foster Weather Station,01/14/2023,3,99.5,440
Foster Weather Station,11/30/2021,1,99.5,411
Foster Weather Station,11/13/2022,3,99.41666666666667,649
63rd Street Weather Station,01/04/2018,6,99.375,434
63rd Street Weather Station,01/21/2017,2,99.21739130434783,468
Foster Weather Station,02/21/2022,1,99.20833333333333,398
63rd Street Weather Station,12/03/2017,2,99.0909090909091,429
63rd Street Weather Station,05/02/2017,3,99.08333333333333,447
Oak Street Weather Station,02/13/2017,1,99.04166666666667,531
Oak Street Weather Station,03/07/2018,1,99.0,709
Oak Street Weather Station,06/17/2015,0,98.875,376
Foster Weather Station,10/31/2021,1,98.70833333333333,582
Foster Weather Station,11/05/2020,1,98.66666666666667,460
Oak Street Weather Station,07/08/2018,-5,98.66666666666667,829
Foster Weather Station,01/07/2022,1,98.54166666666667,415
63rd Street Weather Station,11/14/2016,2,98.45833333333333,443
Oak Street Weather Station,10/25/2017,0,98.45454545454545,662
63rd Street Weather Station,12/12/2017,4,98.41666666666667,422
Foster Weather Station,11/16/2020,1,98.41666666666667,468
Oak Street Weather Station,07/16/2019,-5,98.41666666666667,841
Oak Street Weather Station,05/15/2022,-4,98.33333333333333,598
63rd Street Weather Station,09/03/2021,0,98.25,556
63rd Street Weather Station,10/29/2018,3,98.22727272727273,667
Oak Street Weather Station,10/24/2020,1,98.20833333333333,558
63rd Street Weather Station,01/06/2017,7,98.0,431
Oak Street Weather Station,08/09/2016,-4,97.95,634
63rd Street Weather Station,03/05/2017,2,97.91304347826087,439
Foster Weather Station,11/09/2020,2,97.83333333333333,586
Oak Street Weather Station,10/04/2016,-3,97.79166666666667,597
63rd Street Weather Station,01/25/2018,3,97.73913043478261,460
63rd Street Weather Station,02/21/2016,4,97.6,280
63rd Street Weather Station,02/12/2022,4,97.58333333333333,525
Foster Weather Station,12/01/2022,4,97.54166666666667,398
Oak Street Weather Station,09/08/2016,-4,97.5,679
63rd Street Weather Station,03/03/2019,5,97.45833333333333,619
63rd Street Weather Station,01/30/2016,4,97.33333333333333,497
Foster Weather Station,10/01/2020,0,97.29166666666667,476
Oak Street Weather Station,08/06/2017,-4,97.28571428571429,374
Oak Street Weather Station,02/18/2017,0,97.26086956521739,553
Foster Weather Station,02/25/2023,3,97.18181818181819,535
63rd Street Weather Station,02/14/2022,5,97.17391304347827,499
Foster Weather Station,11/19/2020,1,97.16666666666667,425
Oak Street Weather Station,02/01/2016,3,97.11764705882354,470
63rd Street Weather Station,11/30/2021,2,97.08333333333333,398
63rd Street Weather Station,11/07/2015,3,97.04347826086956,502
Foster Weather Station,10/06/2015,0,97.04166666666667,557
63rd Street Weather Station,12/16/2017,3,97.0,408
Foster Weather Station,10/22/2021,2,97.0,528
Oak Street Weather Station,05/19/2018,-2,97.0,469
Foster Weather Station,08/09/2021,0,96.95833333333333,374
63rd Street Weather Station,02/16/2016,4,96.91666666666667,763
Oak Street Weather Station,10/20/2021,-4,96.875,516
63rd Street Weather Station,08/09/2021,0,96.70833333333333,805
Foster Weather Station,02/08/2023,3,96.70833333333333,494
63rd Street Weather Station,07/16/2015,1,96.65217391304348,379
Oak Street Weather Station,04/13/2017,0,96.65217391304348,598
Foster Weather Station,12/04/2015,0,96.625,404
63rd Street Weather Station,01/21/2016,5,96.625,460
63rd Street Weather Station,12/10/2018,5,96.625,405
Foster Weather Station,02/25/2022,1,96.6086956521739,509
63rd Street Weather Station,01/20/2018,3,96.58333333333333,414
Oak Street Weather Station,03/12/2018,1,96.58333333333333,714
Oak Street Weather Station,07/16/2015,0,96.33333333333333,637
63rd Street Weather Station,11/20/2020,1,96.29166666666667,491
Foster Weather Station,01/11/2022,1,96.29166666666667,410
63rd Street Weather Station,10/06/2015,2,96.26086956521739,594
Foster Weather Station,01/24/2023,4,96.25,523
Oak Street Weather Station,10/01/2020,0,96.16666666666667,524
63rd Street Weather Station,03/14/2019,2,96.16666666666667,517
63rd Street Weather Station,01/08/2018,4,96.08333333333333,449
63rd Street Weather Station,12/02/2020,3,96.0,398
Foster Weather Station,12/25/2022,2,95.875,405
63rd Street Weather Station,04/07/2019,1,95.83333333333333,411
Oak Street Weather Station,10/18/2021,-3,95.83333333333333,536
Foster Weather Station,01/18/2016,0,95.82608695652173,450
Foster Weather Station,12/05/2015,0,95.81818181818181,407
Oak Street Weather Station,04/11/2017,0,95.79166666666667,424
63rd Street Weather Station,12/05/2015,4,95.77272727272727,440
Foster Weather Station,04/08/2022,0,95.75,865
Foster Weather Station,09/26/2020,0,95.70833333333333,317
Foster Weather Station,11/19/2021,1,95.70833333333333,456
Oak Street Weather Station,02/15/2022,0,95.69565217391305,441
Foster Weather Station,01/20/2022,0,95.65217391304348,458
Foster Weather Station,01/10/2016,0,95.54545454545455,478
63rd Street Weather Station,08/04/2017,1,95.52173913043478,312
63rd Street Weather Station,11/01/2020,2,95.5,598
Foster Weather Station,01/03/2022,1,95.45833333333333,406
Oak Street Weather Station,07/29/2019,-5,95.45833333333333,752
Foster Weather Station,06/05/2015,0,95.45,349
63rd Street Weather Station,01/07/2022,6,95.41666666666667,404
63rd Street Weather Station,09/18/2018,0,95.4090909090909,587
63rd Street Weather Station,03/07/2019,5,95.375,404
Foster Weather Station,08/28/2015,0,95.29166666666667,500
63rd Street Weather Station,03/08/2019,5,95.25,471
63rd Street Weather Station,01/21/2019,6,95.20833333333333,460
Oak Street Weather Station,02/13/2023,0,95.20833333333333,523
Oak Street Weather Station,03/29/2017,1,95.17391304347827,625
63rd Street Weather Station,03/31/2018,3,95.1304347826087,724
Foster Weather Station,01/09/2022,0,95.125,412
Oak Street Weather Station,02/14/2018,1,95.125,511
Oak Street Weather Station,10/29/2017,0,95.0909090909091,542
Foster Weather Station,08/26/2015,0,95.08695652173913,347
63rd Street Weather Station,08/05/2016,0,95.04166666666667,452
Oak Street Weather Station,08/25/2016,-4,95.0,509
Oak Street Weather Station,08/28/2015,0,95.0,415
63rd Street Weather Station,01/05/2016,5,94.95652173913044,443
Foster Weather Station,03/22/2016,0,94.91304347826087,431
63rd Street Weather Station,09/06/2020,0,94.875,441
Oak Street Weather Station,04/10/2017,-3,94.8695652173913,566
63rd Street Weather Station,01/06/2022,6,94.83333333333333,394
63rd Street Weather Station,03/10/2022,4,94.79166666666667,474
Oak Street Weather Station,02/13/2016,4,94.79166666666667,570
63rd Street Weather Station,09/08/2017,1,94.73913043478261,791
Foster Weather Station,12/04/2020,2,94.66666666666667,397
Oak Street Weather Station,09/27/2020,-3,94.625,432
Oak Street Weather Station,10/23/2021,0,94.625,531
63rd Street Weather Station,03/14/2016,3,94.5,464
Oak Street Weather Station,10/24/2016,0,94.45833333333333,649
63rd Street Weather Station,10/28/2016,1,94.41666666666667,469
63rd Street Weather Station,08/14/2022,0,94.375,458
Oak Street Weather Station,10/27/2021,0,94.33333333333333,509
63rd Street Weather Station,09/01/2019,1,94.33333333333333,479
Foster Weather Station,10/12/2015,0,94.26086956521739,493
Oak Street Weather Station,10/21/2022,-4,94.25,536
63rd Street Weather Station,06/04/2022,1,94.1304347826087,286
Oak Street Weather Station,07/15/2016,-3,94.125,443
Oak Street Weather Station,02/12/2023,0,94.125,523
Foster Weather Station,02/25/2016,0,93.95652173913044,606
63rd Street Weather Station,10/10/2020,0,93.91304347826087,551
Foster Weather Station,02/04/2022,0,93.875,478
Oak Street Weather Station,02/14/2017,0,93.875,509
63rd Street Weather Station,01/09/2022,4,93.83333333333333,410
Oak Street Weather Station,02/28/2022,0,93.70833333333333,534
Oak Street Weather Station,07/10/2017,-5,93.625,556
Oak Street Weather Station,10/28/2020,0,93.5,471
63rd Street Weather Station,12/02/2017,2,93.5,436
Foster Weather Station,01/28/2022,0,93.45833333333333,546
63rd Street Weather Station,10/04/2018,0,93.41666666666667,393
63rd Street Weather Station,12/17/2018,4,93.41666666666667,384
63rd Street Weather Station,03/02/2019,5,93.29166666666667,565
Oak Street Weather Station,02/17/2023,0,93.29166666666667,551
63rd Street Weather Station,01/03/2022,5,93.25,394
63rd Street Weather Station,10/31/2017,3,93.25,643
Oak Street Weather Station,10/23/2022,-4,93.1304347826087,477
63rd Street Weather Station,01/12/2016,5,93.08695652173913,428
Oak Street Weather Station,03/29/2022,1,93.04166666666667,393
63rd Street Weather Station,02/25/2022,4,93.04166666666667,484
Oak Street Weather Station,02/11/2023,1,93.04166666666667,518
Foster Weather Station,01/02/2016,0,92.95833333333333,402
63rd Street Weather Station,05/27/2022,0,92.875,465
63rd Street Weather Station,01/03/2019,4,92.79166666666667,384
Oak Street Weather Station,04/21/2018,0,92.77272727272727,341
63rd Street Weather Station,01/05/2019,3,92.75,391
63rd Street Weather Station,01/07/2017,6,92.70833333333333,425
Oak Street Weather Station,02/09/2017,2,92.70833333333333,516
63rd Street Weather Station,04/02/2016,3,92.65217391304348,596
Foster Weather Station,06/07/2021,2,92.54166666666667,338
Oak Street Weather Station,02/15/2017,1,92.54166666666667,385
Oak Street Weather Station,10/22/2022,-4,92.5,520
Oak Street Weather Station,02/04/2016,3,92.4375,512
Oak Street Weather Station,09/30/2015,0,92.43478260869566,746
63rd Street Weather Station,10/31/2021,2,92.41666666666667,633
Oak Street Weather Station,10/19/2016,-2,92.36842105263158,524
Foster Weather Station,01/10/2022,1,92.26086956521739,429
63rd Street Weather Station,04/21/2018,4,92.21739130434783,324
63rd Street Weather Station,12/19/2018,3,92.20833333333333,376
63rd Street Weather Station,03/01/2022,3,92.20833333333333,427
63rd Street Weather Station,12/20/2016,5,92.16666666666667,433
63rd Street Weather Station,08/13/2016,0,92.16666666666667,802
Foster Weather Station,11/20/2022,3,92.08333333333333,431
Foster Weather Station,01/06/2022,1,92.08333333333333,405
63rd Street Weather Station,10/09/2018,0,92.04347826086956,556
Foster Weather Station,09/20/2021,2,92.04166666666667,420
Oak Street Weather Station,10/16/2022,0,92.0,582
Foster Weather Station,10/30/2022,3,92.0,302
Foster Weather Station,11/01/2021,1,91.91666666666667,340
63rd Street Weather Station,05/20/2018,2,91.86363636363636,325
Foster Weather Station,11/13/2015,0,91.83333333333333,490
63rd Street Weather Station,02/14/2019,5,91.83333333333333,365
Oak Street Weather Station,10/11/2020,-3,91.75,480
Foster Weather Station,01/10/2023,3,91.75,384
63rd Street Weather Station,01/10/2022,6,91.69565217391305,418
63rd Street Weather Station,03/23/2016,3,91.625,771
63rd Street Weather Station,01/04/2019,3,91.625,388
63rd Street Weather Station,11/03/2021,3,91.54166666666667,397
63rd Street Weather Station,01/31/2022,4,91.54166666666667,521
Oak Street Weather Station,03/07/2017,-3,91.47826086956522,661
63rd Street Weather Station,11/27/2017,2,91.33333333333333,405
63rd Street Weather Station,12/15/2018,4,91.33333333333333,399
63rd Street Weather Station,12/06/2015,3,91.30434782608695,424
Oak Street Weather Station,09/24/2022,-3,91.29166666666667,358
63rd Street Weather Station,01/06/2016,4,91.27272727272727,403
Oak Street Weather Station,10/11/2016,-3,91.25,542
Foster Weather Station,11/19/2015,0,91.21739130434783,438
Oak Street Weather Station,09/10/2015,1,91.21739130434783,732
Oak Street Weather Station,02/18/2022,2,91.04347826086956,513
Foster Weather Station,01/09/2023,3,91.04166666666667,403
Foster Weather Station,02/09/2022,2,90.95833333333333,841
Foster Weather Station,03/25/2022,0,90.95833333333333,835
63rd Street Weather Station,12/09/2015,3,90.91666666666667,407
Foster Weather Station,07/15/2021,2,90.91666666666667,428
63rd Street Weather Station,11/23/2020,3,90.875,463
63rd Street Weather Station,05/02/2022,2,90.8695652173913,362
Oak Street Weather Station,10/08/2015,-2,90.76190476190476,552
Foster Weather Station,12/16/2021,1,90.73913043478261,369
63rd Street Weather Station,01/19/2018,3,90.70833333333333,367
63rd Street Weather Station,12/12/2021,3,90.625,382
63rd Street Weather Station,03/29/2022,4,90.625,469
Oak Street Weather Station,07/15/2021,-4,90.41666666666667,694
63rd Street Weather Station,01/16/2022,5,90.41666666666667,427
Oak Street Weather Station,07/27/2020,-4,90.29166666666667,721
63rd Street Weather Station,12/23/2017,4,90.29166666666667,412
63rd Street Weather Station,01/30/2017,4,90.29166666666667,451
